,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-0.21557711481963682,-0.30591696825842557,-0.30316039310542775,-0.3497677950107254,-0.29004028105842455,-0.5073550067427535,-0.5175351165341844,-0.5480487404194239,-0.48682978709799773,-0.5533422624137495,-0.6757673691697287,-0.3169516645564084,-0.8482295278779557,-0.709411826567871,-0.33254784798020953,0.0
1,-0.24787250183327114,-0.346044505290411,-0.3363565628794772,-0.37829880692934414,-0.3380744027329958,-0.5541806240389442,-0.5650788135687798,-0.5835395596120154,-0.5473704479863405,-0.6094828631201146,-0.7079125368219916,-0.35700388904108976,-0.8827919352302678,-0.7542118115711792,-0.38084405169786223,0.0
2,-0.28877031799671593,-0.3820909510363116,-0.3619387190330373,-0.40307490179653044,-0.3824624097446319,-0.5911561425402123,-0.6030228932876692,-0.6127096697174906,-0.5903239762078474,-0.6455304599904834,-0.7284983752597125,-0.3908024733263163,-0.8964728359561154,-0.765533906875371,-0.41123932811017166,0.0
3,-0.33144143796868314,-0.4230621591204289,-0.398504405031929,-0.43850510397651876,-0.4360089211640672,-0.6357050683902571,-0.6423160011995118,-0.6525337747492945,-0.6327483575122637,-0.6820767346277857,-0.7559801160842186,-0.43324220052062534,-0.8986008608096894,-0.7753560773082752,-0.441595735279491,0.0
4,-0.3597083771027062,-0.4402196111526314,-0.4212259393959801,-0.4659140536069573,-0.4750644651017252,-0.6604918226402828,-0.6517912269914329,-0.6800871122291883,-0.6620664033177208,-0.6971510962359697,-0.76775191863596,-0.4572702722055678,-0.9053017237178873,-0.7912375121590378,-0.45813673501888325,0.0
5,-0.3915859608153167,-0.4597075486185084,-0.45701802291833704,-0.5190939282623254,-0.5151583525516089,-0.6859182906418635,-0.6683307766157989,-0.7233137932893172,-0.6855004863228711,-0.71548959686438,-0.77700683504074,-0.4786300338405116,-0.9056044167586426,-0.7975163923361405,-0.47427628962533785,0.0
6,-0.4052652116603156,-0.474703056301237,-0.49320692529565313,-0.5736606510009705,-0.5264006208645993,-0.699906251898835,-0.6926450339285493,-0.7727518359182646,-0.6832351216953839,-0.7209762302118692,-0.7889229941703164,-0.5046183017953448,-0.8915051957519818,-0.7954894599844726,-0.47727461052439313,0.0
7,-0.41714546206316916,-0.49112335837387217,-0.5229683205223354,-0.6222487438904298,-0.5448731102009804,-0.7182473390993815,-0.7149437752182988,-0.8083240988221633,-0.6866518802101474,-0.7293625796062129,-0.8056460335411215,-0.534725116226353,-0.885490943739244,-0.796119636116467,-0.48960723089362324,0.0
